1-year-treasury-rate-yield-chart
date,value
1962-01,3.2795454545454548
1962-02,3.283888888888889
1962-03,3.058181818181818
1962-04,2.9875
1962-05,3.0259090909090904
1962-06,3.028095238095238
1962-07,3.2904761904761903
1962-08,3.199130434782609
1962-09,3.0605263157894735
1962-10,2.975
1962-11,3.002105263157895
1962-12,3.006
1963-01,3.0386363636363636
1963-02,3.0105555555555554
1963-03,3.031428571428571
1963-04,3.1147619047619046
1963-05,3.117272727272727
1963-06,3.197
1963-07,3.475
1963-08,3.5336363636363632
1963-09,3.5740000000000003
1963-10,3.6395652173913047
1963-11,3.7405882352941178
1963-12,3.811428571428571
1964-01,3.792272727272727
1964-02,3.782222222222222
1964-03,3.912857142857143
1964-04,3.9099999999999997
1964-05,3.839
1964-06,3.833181818181818
1964-07,3.7150000000000003
1964-08,3.743809523809524
1964-09,3.84047619047619
1964-10,3.863809523809524
1964-11,3.907777777777778
1964-12,4.021818181818182
1965-01,3.942
1965-02,4.027222222222222
1965-03,4.063478260869565
1965-04,4.036666666666666
1965-05,4.0305
1965-06,3.9895454545454543
1965-07,3.984761904761905
1965-08,4.068636363636364
1965-09,4.204761904761905
1965-10,4.298
1965-11,4.374736842105263
1965-12,4.717272727272728
1966-01,4.876666666666667
1966-02,4.942105263157895
1966-03,4.970434782608695
1966-04,4.899500000000001
1966-05,4.9347619047619045
1966-06,4.965454545454545
1966-07,5.1725
1966-08,5.544347826086956
1966-09,5.821904761904762
1966-10,5.5795
1966-11,5.542105263157895
1966-12,5.204761904761905
1967-01,4.746190476190476
1967-02,4.713333333333334
1967-03,4.350909090909091
1967-04,4.1049999999999995
1967-05,4.154545454545455
1967-06,4.475909090909091
1967-07,5.009
1967-08,5.130869565217391
1967-09,5.2415
1967-10,5.374761904761905
1967-11,5.6075
1967-12,5.7095
1968-01,5.428636363636364
1968-02,5.414736842105263
1968-03,5.581428571428572
1968-04,5.710500000000001
1968-05,6.142272727272727
1968-06,5.9825
1968-07,5.650909090909091
1968-08,5.428181818181819
1968-09,5.445
1968-10,5.570434782608696
1968-11,5.746111111111111
1968-12,6.193333333333333
1969-01,6.339545454545455
1969-02,6.4126315789473685
1969-03,6.3405000000000005
1969-04,6.257142857142857
1969-05,6.423809523809524
1969-06,7.041904761904762
1969-07,7.604285714285714
1969-08,7.537619047619048
1969-09,7.816666666666667
1969-10,7.638636363636365
1969-11,7.89
1969-12,8.166818181818183
1970-01,8.102857142857143
1970-02,7.586666666666667
1970-03,6.965714285714286
1970-04,7.055000000000001
1970-05,7.7509523809523815
1970-06,7.548181818181818
1970-07,7.1022727272727275
1970-08,6.984761904761905
1970-09,6.727142857142858
1970-10,6.426190476190476
1970-11,5.511666666666667
1970-12,4.997727272727273
1971-01,4.5675
1971-02,3.8850000000000002
1971-03,3.6873913043478264
1971-04,4.3047619047619055
1971-05,5.036
1971-06,5.642727272727273
1971-07,6.041428571428572
1971-08,5.804090909090909
1971-09,5.408095238095238
1971-10,4.9126315789473685
1971-11,4.6665
1971-12,4.6045454545454545
1972-01,4.278095238095238
1972-02,4.272
1972-03,4.67
1972-04,4.9645
1972-05,4.640909090909091
1972-06,4.928636363636364
1972-07,4.9645
1972-08,4.9830434782608695
1972-09,5.524
1972-10,5.5215000000000005
1972-11,5.2735
1972-12,5.5185
1973-01,5.891363636363637
1973-02,6.188888888888889
1973-03,6.85
1973-04,6.846500000000001
1973-05,6.893636363636364
1973-06,7.307619047619048
1973-07,8.389047619047618
1973-08,8.822608695652173
1973-09,8.306315789473684
1973-10,7.396190476190476
1973-11,7.569
1973-12,7.270526315789473
1974-01,7.420909090909091
