date,1-year-treasury-rate-yield-chart_monthly_value,10-year-treasury-bond-rate-yield-chart_monthly_value,30-year-fixed-mortgage-rate-chart_monthly_value,30-year-treasury-bond-rate-yield-chart_monthly_value,5-year-treasury-bond-rate-yield-chart_monthly_value,capacity-utilization-rate-historical-chart_monthly_value,debt-to-gdp-ratio-historical-chart_monthly_value,fed-funds-rate-historical-chart_monthly_value,historical-inflation-rate-by-year_monthly_expanded_value,industrial-production-historical-chart_monthly_value,national-debt-growth-by-year_monthly_expanded_value,retail-sales-historical-chart_monthly_value,united-states-economic-growth-rate_quarterly_expanded_value,us-national-unemployment-rate_monthly_value
2019/10/1,1.608181818,1.706818182,3.78,2.190454545,1.525,77.514,106.887,1.83,2.29,101.778,5.59,201908,2.2944,3.6
2019/11/1,1.567894737,1.812105263,3.68,2.280526316,1.639473684,77.688,106.887,1.552631579,2.29,102.098,5.59,202404,2.2944,3.6
2019/12/1,1.549047619,1.862857143,3.74,2.297619048,1.682380952,77.374,106.887,1.550952381,2.29,101.763,5.59,203631,2.2944,3.6
2020/1/1,1.532857143,1.757619048,3.51,2.216190476,1.562380952,76.977,107.827,1.551904762,1.36,101.303,19.6,202590,-2.7678,3.5
2020/2/1,1.405789474,1.504210526,3.45,1.970526316,1.323684211,77.253,107.827,1.583684211,1.36,101.704,19.6,203150,-2.7678,3.5
2020/3/1,0.331818182,0.87,3.5,1.455,0.591818182,74.333,107.827,0.625454545,1.36,97.875,19.6,185986,-2.7678,4.4
2020/4/1,0.184285714,0.657619048,3.23,1.265238095,0.388095238,64.53,134.835,0.048636364,1.36,84.959,19.6,158936,-2.7678,14.7
2020/5/1,0.1615,0.674,3.15,1.378,0.3395,65.599,134.835,0.05,1.36,86.335,19.6,188739,-2.7678,13.2
2020/6/1,0.176363636,0.728636364,3.13,1.493636364,0.344545455,69.764,134.835,0.076818182,1.36,91.752,19.6,204144,-2.7678,11
2020/7/1,0.145454545,0.623636364,2.99,1.310454545,0.278636364,72.493,126.135,0.093478261,1.36,95.244,19.6,207562,-2.7678,10.2
2020/8/1,0.13047619,0.65,2.91,1.358095238,0.266666667,73.257,126.135,0.094761905,1.36,96.117,19.6,208194,-2.7678,8.4
2020/9/1,0.127619048,0.67952381,2.9,1.422857143,0.26952381,73.53,126.135,0.09,1.36,95.844,19.6,212234,-2.7678,7.9
2020/10/1,0.126666667,0.787142857,2.81,1.568571429,0.335714286,74.114,127.842,0.09,1.36,96.429,19.6,211216,-2.7678,6.9
2020/11/1,0.117368421,0.87,2.72,1.615263158,0.387894737,74.593,127.842,0.086842105,1.36,96.856,19.6,208900,-2.7678,6.7
2020/12/1,0.100454545,0.933636364,2.67,1.670454545,0.385909091,75.617,127.842,0.09,1.36,97.975,19.6,209971,-2.7678,6.7
2021/1/1,0.100526316,1.081052632,2.73,1.824736842,0.445263158,76.414,126.077,0.085263158,7.04,98.784,6.74,216756,5.9455,6.3
2021/2/1,0.072631579,1.257894737,2.97,2.042631579,0.542631579,73.941,126.077,0.075789474,7.04,95.374,6.74,210489,5.9455,6.2
2021/3/1,0.075652174,1.610869565,3.17,2.339130435,0.823043478,76.25,126.077,0.069565217,7.04,98.135,6.74,232367,5.9455,6.1
2021/4/1,0.060909091,1.635,2.98,2.299545455,0.861818182,76.538,123.788,0.068636364,7.04,98.289,6.74,232706,5.9455,6.1
2021/5/1,0.0505,1.621,2.95,2.316,0.8195,77.37,123.788,0.0595,7.04,99.151,6.74,229239,5.9455,5.8
2021/6/1,0.066818182,1.519090909,3.02,2.163636364,0.838636364,77.797,123.788,0.077272727,7.04,99.51,6.74,229751,5.9455,5.9
2021/7/1,0.075714286,1.318571429,2.8,1.942857143,0.764285714,78.406,120.715,0.098571429,7.04,100.123,6.74,225340,5.9455,5.4
2021/8/1,0.073636364,1.283181818,2.87,1.916363636,0.772272727,78.518,120.715,0.093181818,7.04,100.126,6.74,226356,5.9455,5.2
2021/9/1,0.077142857,1.374761905,3.01,1.935714286,0.863809524,77.768,120.715,0.079047619,7.04,99.061,6.74,227022,5.9455,4.8
2021/10/1,0.113,1.5825,3.14,2.0595,1.106,78.806,121.636,0.0795,7.04,100.305,6.74,228577,5.9455,4.5
2021/11/1,0.179,1.5595,3.1,1.9355,1.2025,79.549,121.636,0.0795,7.04,101.197,6.74,229352,5.9455,4.2
2021/12/1,0.299090909,1.465,3.11,1.847727273,1.229545455,79.324,121.636,0.079565217,7.04,100.886,6.74,226282,5.9455,3.9
2022/1/1,0.5495,1.764,3.55,2.0995,1.5385,79.432,122.879,0.08,6.45,101.023,6.09,228150,2.0616,4
2022/2/1,1.004210526,1.934210526,3.89,2.246315789,1.811578947,79.925,122.879,0.08,6.45,101.677,6.09,229631,2.0616,3.8
2022/3/1,1.335217391,2.127826087,4.67,2.406521739,2.109130435,80.516,122.879,0.199565217,6.45,102.478,6.09,232040,2.0616,3.6
2022/4/1,1.887,2.7475,5.1,2.812,2.7775,80.711,121.071,0.33,6.45,102.795,6.09,234190,2.0616,3.6
2022/5/1,2.05952381,2.898095238,5.1,3.065714286,2.874285714,80.628,121.071,0.758571429,6.45,102.777,6.09,231716,2.0616,3.6
2022/6/1,2.651428571,3.143333333,5.7,3.245714286,3.19,80.474,121.071,1.187142857,6.45,102.686,6.09,230896,2.0616,3.6
2022/7/1,3.0195,2.896,5.3,3.1025,2.9635,80.732,120.234,1.6545,6.45,103.133,6.09,229079,2.0616,3.5
2022/8/1,3.275217391,2.897826087,5.55,3.129565217,3.027391304,80.712,120.234,2.33,6.45,103.234,6.09,230428,2.0616,3.7
2022/9/1,3.891904762,3.519047619,6.7,3.558095238,3.696666667,80.837,120.234,2.58,6.45,103.528,6.09,229443,2.0616,3.5
2022/10/1,4.4275,3.9835,7.08,4.04,4.178,80.638,120.207,3.08,6.45,103.411,6.09,230714,2.0616,3.7
2022/11/1,4.728,3.891,6.58,3.999,4.0555,80.263,120.207,3.755,6.45,103.071,6.09,227223,2.0616,3.6
2022/12/1,4.681904762,3.616190476,6.42,3.659047619,3.764285714,78.92,120.207,4.091904762,6.45,101.485,6.09,225298,2.0616,3.5
