date,1-year-treasury-rate-yield-chart_monthly_value,10-year-treasury-bond-rate-yield-chart_monthly_value,30-year-fixed-mortgage-rate-chart_monthly_value,30-year-treasury-bond-rate-yield-chart_monthly_value,5-year-treasury-bond-rate-yield-chart_monthly_value,capacity-utilization-rate-historical-chart_monthly_value,debt-to-gdp-ratio-historical-chart_monthly_value,fed-funds-rate-historical-chart_monthly_value,historical-inflation-rate-by-year_monthly_expanded_value,industrial-production-historical-chart_monthly_value,national-debt-growth-by-year_monthly_expanded_value,retail-sales-historical-chart_monthly_value,united-states-economic-growth-rate_quarterly_expanded_value,us-national-unemployment-rate_monthly_value
1995-11,5.432857142857143,5.93047619047619,7.35,6.262857142857143,5.694285714285714,83.404,64.183,5.803,2.54,72.888,3.93,135761.0,2.72,5.6
1995-12,5.307,5.7115,7.11,6.0625,5.5135,83.33,64.183,5.601935483870967,2.54,73.143,3.93,136712.0,2.72,5.6
1996-01,5.0876190476190475,5.652380952380953,7.0,6.051904761904762,5.362380952380953,82.51,65.042,5.564838709677419,3.32,72.747,6.71,134906.0,3.0,5.6
1996-02,4.942,5.8055,7.32,6.242,5.3795,83.315,65.042,5.224482758620689,3.32,73.787,6.71,136779.0,3.0,5.5
1996-03,5.342380952380952,6.268571428571428,7.69,6.604285714285714,5.966190476190476,82.808,65.042,5.314193548387097,3.32,73.675,6.71,137550.0,3.0,5.5
1996-04,5.537727272727273,6.511363636363637,7.92,6.794090909090909,6.300909090909091,83.254,64.25,5.223666666666667,3.32,74.415,6.71,137525.0,6.67,5.6
1996-05,5.636818181818182,6.736818181818182,8.03,6.927727272727273,6.483181818181818,83.487,64.25,5.235161290322581,3.32,74.972,6.71,138299.0,6.67,5.6
1996-06,5.8100000000000005,6.912000000000001,8.29,7.059,6.6895,83.719,64.25,5.2733333333333325,3.32,75.532,6.71,137886.0,6.67,5.3
1996-07,5.850909090909091,6.865454545454545,8.19,7.033181818181817,6.635909090909092,83.333,64.255,5.396451612903226,3.32,75.532,6.71,137791.0,3.59,5.5
1996-08,5.666818181818182,6.635454545454545,8.09,6.841818181818183,6.38909090909091,83.366,64.255,5.222903225806451,3.32,75.913,6.71,137632.0,3.59,5.1
1996-09,5.833,6.832000000000001,8.16,7.026000000000001,6.5969999999999995,83.515,64.255,5.299,3.32,76.403,6.71,139034.0,3.59,5.2
1996-10,5.55,6.533636363636364,7.86,6.808636363636364,6.270454545454545,83.112,64.447,5.2380645161290325,3.32,76.393,6.71,139735.0,4.15,5.2
1996-11,5.423157894736843,6.203684210526316,7.52,6.481578947368422,5.9731578947368416,83.446,64.447,5.311000000000001,3.32,77.067,6.71,139233.0,4.15,5.4
1996-12,5.471904761904762,6.302380952380952,7.64,6.552380952380952,6.068095238095237,83.569,64.447,5.2945161290322575,3.32,77.554,6.71,139529.0,4.15,5.4
1997-01,5.612380952380953,6.579047619047619,7.88,6.826666666666667,6.333333333333333,83.32,64.344,5.2545161290322575,1.7,77.695,3.37,140201.0,2.58,5.3
1997-02,5.525263157894737,6.419473684210526,7.65,6.687894736842105,6.198947368421052,83.89,64.344,5.185714285714285,1.7,78.612,3.37,141153.0,2.58,5.2
1997-03,5.7955,6.6945,7.97,6.9325,6.537000000000001,83.99,64.344,5.386129032258064,1.7,79.102,3.37,141528.0,2.58,5.2
1997-04,5.988181818181818,6.885454545454545,8.08,7.092727272727273,6.759090909090909,83.633,63.109,5.507333333333333,1.7,79.168,3.37,140472.0,6.65,5.1
1997-05,5.86952380952381,6.7109523809523814,7.94,6.935714285714286,6.567619047619047,83.657,63.109,5.5041935483870965,1.7,79.608,3.37,139418.0,6.65,4.9
1997-06,5.691904761904762,6.493809523809524,7.58,6.772380952380952,6.375238095238095,83.59,63.109,5.555666666666666,1.7,79.98,3.37,141109.0,6.65,5.0
1997-07,5.541818181818182,6.220454545454545,7.43,6.51,6.120909090909091,83.816,62.487,5.521290322580645,1.7,80.649,3.37,142583.0,5.0,4.9
1997-08,5.564761904761904,6.298571428571429,7.58,6.578571428571429,6.160000000000001,84.158,62.487,5.542258064516129,1.7,81.455,3.37,142605.0,5.0,4.8
1997-09,5.523809523809524,6.208571428571428,7.28,6.495238095238095,6.106190476190475,84.427,62.487,5.540666666666667,1.7,82.212,3.37,142873.0,5.0,4.9
1997-10,5.456363636363637,6.029545454545455,7.21,6.326363636363637,5.928181818181818,84.634,62.77,5.4961290322580645,1.7,82.931,3.37,142313.0,3.44,4.7
1997-11,5.457222222222223,5.875,7.17,6.109444444444445,5.803888888888888,84.763,62.77,5.5216666666666665,1.7,83.592,3.37,142511.0,3.44,4.6
