date,fed-funds-rate-historical-chart_monthly_value,1-year-treasury-rate-yield-chart_monthly_value,5-year-treasury-bond-rate-yield-chart_monthly_value,10-year-treasury-bond-rate-yield-chart_monthly_value,30-year-treasury-bond-rate-yield-chart_monthly_value,30-year-fixed-mortgage-rate-chart_monthly_value,historical-inflation-rate-by-year_monthly_expanded_value,debt-to-gdp-ratio-historical-chart_monthly_value,national-debt-growth-by-year_monthly_expanded_value,capacity-utilization-rate-historical-chart_monthly_value,industrial-production-historical-chart_monthly_value,retail-sales-historical-chart_monthly_value,us-national-unemployment-rate_monthly_value,united-states-population-2023-09-10,united-states-economic-growth-rate_quarterly_expanded_value
6-Jun,4.991,5.155,5.067272727,5.106363636,5.154090909,6.78,2.54,61.221,6.24,80.782,99.107,177343,4.6,0.98,0.93
6-Jul,5.23516129,5.2175,5.04,5.0875,5.1345,6.72,2.54,61.333,6.24,80.574,99.036,176937,4.7,0.98,0.62
6-Aug,5.246451613,5.082608696,4.822173913,4.876521739,4.996086957,6.44,2.54,61.333,6.24,80.753,99.458,176983,4.7,0.98,0.62
6-Sep,5.254666667,4.9745,4.6675,4.719,4.852,6.31,2.54,61.333,6.24,80.414,99.254,177002,4.5,0.98,0.62
6-Oct,5.24516129,5.01,4.686666667,4.729047619,4.854761905,6.4,2.54,61.827,6.24,80.148,99.151,177544,4.4,0.98,3.41
6-Nov,5.245666667,5.010952381,4.582380952,4.595238095,4.685714286,6.14,2.54,61.827,6.24,79.916,99.097,177854,4.5,0.98,3.41
6-Dec,5.238064516,4.9415,4.533,4.5645,4.6825,6.18,2.54,61.827,6.24,80.541,100.112,179089,4.4,0.98,3.41
7-Jan,5.248387097,5.057142857,4.752857143,4.75952381,4.851904762,6.25,4.08,62.253,6.32,80.037,99.723,178736,4.6,1,0.94
7-Feb,5.258928571,5.053684211,4.710526316,4.722631579,4.821578947,6.22,4.08,62.253,6.32,80.625,100.692,178237,4.5,1,0.94
7-Mar,5.256774194,4.920454545,4.480909091,4.564545455,4.721818182,6.16,4.08,62.253,6.32,80.595,100.886,178850,4.4,1,0.94
7-Apr,5.249666667,4.932380952,4.593333333,4.693809524,4.866190476,6.16,4.08,61.572,6.32,80.974,101.578,177844,4.5,1,2.29
7-May,5.253548387,4.909090909,4.667272727,4.746363636,4.901363636,6.42,4.08,61.572,6.32,80.871,101.648,179408,4.4,1,2.29
7-Jun,5.254,4.962380952,5.026190476,5.102857143,5.203333333,6.67,4.08,61.572,6.32,80.755,101.674,177651,4.6,1,2.29
7-Jul,5.258387097,4.964285714,4.884761905,5.004285714,5.108095238,6.69,4.08,61.848,6.32,80.558,101.563,178039,4.7,1,2.17
7-Aug,5.022258065,4.472173913,4.432173913,4.674782609,4.932173913,6.45,4.08,61.848,6.32,80.651,101.775,178824,4.6,1,2.17
7-Sep,4.938,4.136842105,4.198947368,4.521578947,4.793157895,6.42,4.08,61.848,6.32,80.804,102.028,178794,4.7,1,2.17
7-Oct,4.755483871,4.096818182,4.198181818,4.527727273,4.773636364,6.33,4.08,62.719,6.32,80.546,101.729,179401,4.7,1,2.43
7-Nov,4.486666667,3.499,3.667,4.1485,4.52,6.1,4.08,62.719,6.32,81.016,102.319,179696,4.7,1,2.43
7-Dec,4.244516129,3.263,3.4875,4.0975,4.527,6.17,4.08,62.719,6.32,81.031,102.307,177019,5,1,2.43
8-Jan,3.940322581,2.711428571,2.98047619,3.744285714,4.33047619,5.68,0.09,64.173,15.93,80.961,102.169,176853,5,0.97,-2.3
8-Feb,2.980689655,2.0535,2.779,3.7375,4.517,6.24,0.09,64.173,15.93,80.691,101.767,174826,4.9,0.97,-2.3
8-Mar,2.610322581,1.544,2.4835,3.51,4.393,5.85,0.09,64.173,15.93,80.452,101.399,174630,5.1,0.97,-2.3
8-Apr,2.278333333,1.738181818,2.841363636,3.675,4.443181818,6.03,0.09,63.852,15.93,79.967,100.724,174146,5,0.97,2.07
8-May,1.978387097,2.055714286,3.153333333,3.88,4.596190476,6.08,0.09,63.852,15.93,79.54,100.14,174731,5.4,0.97,2.07
8-Jun,2.001,2.41952381,3.485238095,4.09952381,4.689047619,6.45,0.09,63.852,15.93,79.376,99.914,173112,5.6,0.97,2.07
8-Jul,2.009677419,2.281818182,3.303181818,4.007727273,4.570909091,6.52,0.09,67.285,15.93,79.028,99.494,171238,5.8,0.97,-2.17
8-Aug,1.996451613,2.177142857,3.141904762,3.885714286,4.501904762,6.4,0.09,67.285,15.93,77.746,97.937,170234,6.1,0.97,-2.17
8-Sep,1.811666667,1.912857143,2.884285714,3.686190476,4.269047619,6.09,0.09,67.285,15.93,74.285,93.659,167550,6.1,0.97,-2.17
8-Oct,0.969354839,1.420454545,2.726363636,3.814090909,4.173181818,6.46,0.09,73.245,15.93,74.937,94.585,162654,6.5,0.97,-8.66
8-Nov,0.387666667,1.066666667,2.291666667,3.526666667,4.004444444,5.97,0.09,73.245,15.93,73.862,93.346,159205,6.8,0.97,-8.66
8-Dec,0.15516129,0.494545455,1.521818182,2.416363636,2.87,5.1,0.09,73.245,15.93,71.687,90.718,157093,7.3,0.97,-8.66
9-Jan,0.154193548,0.4445,1.5965,2.5175,3.128,5.1,2.72,77.105,15.06,69.811,88.468,158979,7.8,0.92,-4.49
9-Feb,0.222142857,0.622631579,1.871578947,2.87,3.586842105,5.07,2.72,77.105,15.06,69.306,87.936,157766,8.3,0.92,-4.49
9-Mar,0.180645161,0.644090909,1.815909091,2.819545455,3.643181818,4.85,2.72,77.105,15.06,68.139,86.55,155179,8.7,0.92,-4.49
9-Apr,0.150333333,0.547619048,1.858095238,2.927142857,3.76,4.78,2.72,80.28,15.06,67.529,85.86,155777,9,0.92,-0.58
9-May,0.177419355,0.5015,2.134,3.293,4.227,4.91,2.72,80.28,15.06,66.804,84.999,156911,9.4,0.92,-0.58
9-Jun,0.206333333,0.513636364,2.705909091,3.721818182,4.516363636,5.42,2.72,80.28,15.06,66.567,84.728,158240,9.5,0.92,-0.58
9-Jul,0.155806452,0.478636364,2.462727273,3.562272727,4.406818182,5.25,2.72,82.427,15.06,67.342,85.709,158582,9.5,0.92,1.46
9-Aug,0.160322581,0.459047619,2.570952381,3.587142857,4.370952381,5.14,2.72,82.427,15.06,68.1,86.633,160908,9.6,0.92,1.46
9-Sep,0.146666667,0.404761905,2.369047619,3.401904762,4.185714286,5.04,2.72,82.427,15.06,68.73,87.362,156817,9.8,0.92,1.46
9-Oct,0.118064516,0.374761905,2.332857143,3.387619048,4.188571429,5.03,2.72,84.029,15.06,68.959,87.549,157801,10,0.92,4.39
9-Nov,0.119,0.313157895,2.230526316,3.402631579,4.314736842,4.78,2.72,84.029,15.06,69.348,87.914,158527,9.9,0.92,4.39
9-Dec,0.118064516,0.371363636,2.340454545,3.59,4.493636364,5.14,2.72,84.029,15.06,69.716,88.232,159226,9.9,0.92,4.39
10-Jan,0.11,0.345789474,2.484210526,3.733157895,4.604736842,4.98,1.5,86.512,13.92,70.61,89.194,159109,9.8,0.87,1.54
10-Feb,0.126428571,0.345789474,2.363684211,3.691052632,4.619473684,5.05,1.5,86.512,13.92,71.002,89.509,159625,9.8,0.87,1.54
10-Mar,0.164516129,0.395652174,2.433043478,3.727391304,4.644782609,4.99,1.5,86.512,13.92,71.657,90.145,163034,9.9,0.87,1.54
10-Apr,0.198333333,0.445,2.581363636,3.846818182,4.693181818,5.06,1.5,88.128,13.92,72.077,90.474,164423,9.9,0.87,3.69
10-May,0.200645161,0.371,2.18,3.42,4.286,4.78,1.5,88.128,13.92,73.222,91.713,163033,9.6,0.87,3.69
10-Jun,0.176666667,0.318181818,1.996363636,3.204090909,4.127727273,4.69,1.5,88.128,13.92,73.547,91.929,162876,9.4,0.87,3.69
10-Jul,0.182580645,0.291428571,1.762857143,3.011428571,3.994285714,4.54,1.5,89.565,13.92,73.965,92.274,163068,9.4,0.87,2.95
10-Aug,0.189354839,0.259090909,1.465454545,2.698636364,3.803181818,4.36,1.5,89.565,13.92,74.365,92.615,163640,9.5,0.87,2.95
10-Sep,0.194666667,0.256666667,1.41047619,2.647619048,3.773333333,4.32,1.5,89.565,13.92,74.676,92.867,164767,9.5,0.87,2.95
10-Oct,0.191290323,0.228,1.1825,2.54,3.8725,4.23,1.5,91.611,13.92,74.563,92.614,165990,9.4,0.87,2.01
10-Nov,0.194333333,0.252,1.35,2.763,4.186,4.4,1.5,91.611,13.92,74.686,92.677,167220,9.8,0.87,2.01
10-Dec,0.183225806,0.294090909,1.934545455,3.290909091,4.417727273,4.86,1.5,91.611,13.92,75.462,93.574,167472,9.3,0.87,2.01
11-Jan,0.168387097,0.2735,1.9945,3.394,4.523,4.8,2.96,92.956,8.54,75.338,93.379,168195,9.1,0.87,-0.96
11-Feb,0.156785714,0.286315789,2.257894737,3.576315789,4.652105263,4.95,2.96,92.956,8.54,75.048,93.005,169025,9,0.87,-0.96
11-Mar,0.138709677,0.259130435,2.113478261,3.414347826,4.513913043,4.86,2.96,92.956,8.54,75.825,93.978,169730,9,0.87,-0.96
11-Apr,0.098,0.2465,2.169,3.455,4.5015,4.78,2.96,92.194,8.54,75.535,93.653,169723,9.1,0.87,2.86
11-May,0.093870968,0.188095238,1.842380952,3.168571429,4.293333333,4.6,2.96,92.194,8.54,75.596,93.788,169132,9,0.87,2.86
11-Jun,0.092,0.180909091,1.58,3.002272727,4.232727273,4.51,2.96,92.194,8.54,75.73,94.038,170515,9.1,0.87,2.86
11-Jul,0.070967742,0.185,1.541,3.003,4.2705,4.55,2.96,94.521,8.54,76.028,94.515,169904,9,0.87,-0.11
11-Aug,0.095806452,0.114782609,1.021304348,2.303043478,3.651304348,4.22,2.96,94.521,8.54,76.417,95.126,169761,9,0.87,-0.11
11-Sep,0.084,0.104761905,0.90047619,1.975238095,3.182380952,4.01,2.96,94.521,8.54,76.26,95.073,171122,9,0.87,-0.11
11-Oct,0.070645161,0.1145,1.0615,2.152,3.128,4.1,2.96,96.091,8.54,76.66,95.729,172041,8.8,0.87,4.64
11-Nov,0.081,0.112,0.908,2.0135,3.0155,3.98,2.96,96.091,8.54,76.54,95.746,172292,8.6,0.87,4.64
11-Dec,0.071612903,0.115238095,0.891428571,1.978095238,2.982380952,3.95,2.96,96.091,8.54,76.775,96.215,172335,8.5,0.87,4.64
12-Jan,0.081935484,0.115,0.835,1.9665,3.026,3.98,1.74,97.123,7.95,77.102,96.805,173647,8.3,0.88,3.13
12-Feb,0.103793103,0.161,0.831,1.9675,3.109,3.95,1.74,97.123,7.95,77.194,97.103,175354,8.3,0.88,3.13
12-Mar,0.126774194,0.19,1.017272727,2.172727273,3.281363636,3.99,1.74,97.123,7.95,76.647,96.597,175543,8.2,0.88,3.13
12-Apr,0.139333333,0.183333333,0.894761905,2.052857143,3.184285714,3.88,1.74,97.828,7.95,77.06,97.301,174633,8.2,0.88,1.72
12-May,0.155806452,0.191818182,0.761818182,1.803181818,2.930909091,3.75,1.74,97.828,7.95,77.08,97.505,174615,8.2,0.88,1.72
12-Jun,0.161666667,0.189047619,0.711428571,1.622380952,2.698095238,3.66,1.74,97.828,7.95,76.932,97.49,173090,8.2,0.88,1.72
12-Jul,0.156451613,0.185714286,0.61952381,1.526666667,2.59,3.49,1.74,98.448,7.95,76.983,97.723,173958,8.2,0.88,0.54
12-Aug,0.132258065,0.183478261,0.713913043,1.67826087,2.770869565,3.59,1.74,98.448,7.95,76.532,97.313,174970,8.1,0.88,0.54
12-Sep,0.144333333,0.175789474,0.668947368,1.723157895,2.881578947,3.4,1.74,98.448,7.95,76.352,97.241,175510,7.8,0.88,0.54
12-Oct,0.158387097,0.17952381,0.708571429,1.746190476,2.90047619,3.41,1.74,100.075,7.95,76.484,97.561,175089,7.8,0.88,0.46
12-Nov,0.160666667,0.1785,0.665,1.654,2.8035,3.32,1.74,100.075,7.95,76.681,97.959,176168,7.7,0.88,0.46
12-Dec,0.164516129,0.1585,0.696,1.719,2.8835,3.35,1.74,100.075,7.95,76.764,98.206,176879,7.9,0.88,0.46
13-Jan,0.142580645,0.145238095,0.805238095,1.914761905,3.08047619,3.53,1.5,100.856,4.4,76.654,98.199,178014,8,0.86,3.54
13-Feb,0.145,0.157368421,0.846315789,1.984210526,3.165263158,3.51,1.5,100.856,4.4,76.934,98.684,179183,7.7,0.86,3.54
13-Mar,0.143548387,0.1475,0.8185,1.9575,3.1625,3.57,1.5,100.856,4.4,77.167,99.099,178282,7.5,0.86,3.54
13-Apr,0.145,0.124545455,0.710454545,1.759090909,2.932727273,3.4,1.5,100.232,4.4,76.998,98.99,177748,7.6,0.86,0.49
13-May,0.109032258,0.118636364,0.840909091,1.928181818,3.112727273,3.81,1.5,100.232,4.4,76.99,99.078,178732,7.5,0.86,0.49
13-Jun,0.093666667,0.142,1.2035,2.3,3.4,4.46,1.5,100.232,4.4,77.027,99.214,178773,7.5,0.86,0.49
13-Jul,0.092580645,0.121818182,1.403181818,2.582272727,3.605,4.31,1.5,98.978,4.4,76.731,98.913,179691,7.3,0.86,3.13
13-Aug,0.082903226,0.126818182,1.520454545,2.737272727,3.757727273,4.51,1.5,98.978,4.4,77.122,99.489,178867,7.2,0.86,3.13
13-Sep,0.08,0.1185,1.596,2.8095,3.787,4.32,1.5,98.978,4.4,77.478,100.017,178922,7.2,0.86,3.13
13-Oct,0.087096774,0.121363636,1.366818182,2.615909091,3.675909091,4.1,1.5,100.134,4.4,77.34,99.904,179499,7.2,0.86,3.19
13-Nov,0.084333333,0.121578947,1.371052632,2.718421053,3.8,4.29,1.5,100.134,4.4,77.48,100.148,179704,6.9,0.86,3.19
13-Dec,0.08516129,0.132857143,1.576190476,2.901904762,3.889047619,4.48,1.5,100.134,4.4,77.593,100.358,180196,6.7,0.86,3.19
14-Jan,0.071612903,0.116190476,1.646666667,2.858095238,3.769047619,4.32,0.76,102.665,5.74,77.254,99.983,178184,6.6,0.83,-1.01
14-Feb,0.066428571,0.116842105,1.515789474,2.709473684,3.662631579,4.37,0.76,102.665,5.74,77.795,100.749,180434,6.7,0.83,-1.01
14-Mar,0.078064516,0.128095238,1.63952381,2.723333333,3.620952381,4.4,0.76,102.665,5.74,78.507,101.739,181956,6.7,0.83,-1.01
14-Apr,0.090333333,0.107619048,1.700952381,2.705238095,3.517619048,4.33,0.76,100.973,5.74,78.497,101.802,183385,6.2,0.83,5.02
14-May,0.087096774,0.096666667,1.592857143,2.559047619,3.39,4.12,0.76,100.973,5.74,78.749,102.212,183385,6.3,0.83,5.02
14-Jun,0.095666667,0.104761905,1.679047619,2.598571429,3.42,4.14,0.76,100.973,5.74,78.951,102.564,183609,6.1,0.83,5.02
14-Jul,0.090967742,0.111363636,1.699545455,2.542272727,3.331818182,4.12,0.76,100.456,5.74,79.09,102.843,183727,6.2,0.83,4.84
14-Aug,0.088064516,0.107142857,1.631428571,2.42,3.200952381,4.1,0.76,100.456,5.74,78.862,102.65,185124,6.1,0.83,4.84
14-Sep,0.088333333,0.10952381,1.773809524,2.534285714,3.26,4.2,0.76,100.456,5.74,79.027,102.965,184719,5.9,0.83,4.84
14-Oct,0.089032258,0.104545455,1.545909091,2.304090909,3.04,3.98,0.76,101.618,5.74,78.958,102.97,185428,5.7,0.83,1.89
14-Nov,0.092,0.134444444,1.620555556,2.325555556,3.038333333,3.97,0.76,101.618,5.74,79.374,103.602,186228,5.8,0.83,1.89
14-Dec,0.122580645,0.214545455,1.64,2.207272727,2.833181818,3.87,0.76,101.618,5.74,79.305,103.592,185686,5.6,0.83,1.89
15-Jan,0.11483871,0.1955,1.3745,1.8815,2.455,3.66,0.73,100.893,4.3,78.641,102.798,185900,5.7,0.8,3.29
15-Feb,0.110714286,0.224210526,1.472631579,1.975263158,2.566315789,3.8,0.73,100.893,4.3,78.109,102.155,185154,5.5,0.8,3.29
15-Mar,0.112903226,0.253636364,1.519090909,2.042727273,2.626363636,3.69,0.73,100.893,4.3,77.811,101.808,187363,5.4,0.8,3.29
15-Apr,0.124666667,0.233636364,1.354545455,1.935,2.585909091,3.68,0.73,99.771,4.3,77.342,101.229,187586,5.4,0.8,3.3
15-May,0.123225806,0.241,1.5385,2.1975,2.955,3.87,0.73,99.771,4.3,76.961,100.754,188268,5.6,0.8,3.3
15-Jun,0.129,0.275454545,1.683636364,2.363636364,3.111818182,4.02,0.73,99.771,4.3,76.723,100.453,187978,5.3,0.8,3.3
15-Jul,0.130322581,0.296818182,1.632272727,2.324545455,3.066363636,3.98,0.73,99.146,4.3,77.224,101.11,189151,5.2,0.8,0.96
15-Aug,0.138064516,0.375714286,1.541428571,2.167142857,2.855714286,3.84,0.73,99.146,4.3,77.052,100.88,189126,5.1,0.8,0.96
15-Sep,0.136,0.373333333,1.49,2.172857143,2.952857143,3.86,0.73,99.146,4.3,76.852,100.608,188846,5,0.8,0.96
15-Oct,0.123548387,0.263333333,1.385714286,2.07,2.888095238,3.76,0.73,103.219,4.3,76.511,100.151,188106,5,0.8,0.4
15-Nov,0.117666667,0.476842105,1.671052632,2.263157895,3.03,3.95,0.73,103.219,4.3,75.93,99.382,188653,5.1,0.8,0.4
15-Dec,0.240645161,0.653636364,1.698636364,2.242727273,2.97,4.01,0.73,103.219,4.3,75.534,98.857,189661,5,0.8,0.4
16-Jan,0.342903226,0.543157895,1.518421053,2.085263158,2.858421053,3.79,2.07,104.557,5.57,75.956,99.409,188354,4.8,0.8,1.54
16-Feb,0.375172414,0.534,1.222,1.7795,2.623,3.62,2.07,104.557,5.57,75.559,98.895,190613,4.9,0.8,1.54
16-Mar,0.362258065,0.656363636,1.375909091,1.889090909,2.684545455,3.71,2.07,104.557,5.57,74.973,98.139,189384,5,0.8,1.54
16-Apr,0.365333333,0.555714286,1.258095238,1.805238095,2.623333333,3.66,2.07,104.137,5.57,75.187,98.436,189272,5.1,0.8,2.26
16-May,0.36516129,0.591428571,1.30047619,1.806190476,2.627619048,3.64,2.07,104.137,5.57,74.995,98.21,189605,4.8,0.8,2.26
16-Jun,0.377666667,0.552272727,1.166363636,1.644090909,2.452272727,3.48,2.07,104.137,5.57,75.33,98.677,191085,4.9,0.8,2.26
16-Jul,0.391612903,0.5135,1.0715,1.504,2.227,3.48,2.07,104.25,5.57,75.427,98.837,190743,4.8,0.8,1.91
16-Aug,0.396774194,0.560404348,1.13076087,1.555443478,2.26056087,3.43,2.07,104.25,5.57,75.318,98.73,190673,4.9,0.8,1.91
16-Sep,0.396333333,0.5794,1.172090909,1.624822727,2.344527273,3.42,2.07,104.25,5.57,75.216,98.629,191454,5,0.8,1.91
16-Oct,0.396451613,0.641219048,1.266585714,1.753947619,2.497719048,3.47,2.07,105.318,5.57,75.259,98.713,191366,4.9,0.8,1.75
16-Nov,0.406666667,0.718281818,1.602195455,2.149286364,2.871945455,4.03,2.07,105.318,5.57,74.931,98.3,190969,4.7,0.8,1.75
16-Dec,0.54,0.842472727,1.954872727,2.489763636,3.113063636,4.32,2.07,105.318,5.57,75.388,98.906,193121,4.7,0.8,1.75
17-Jan,0.649677419,0.798154545,1.911995455,2.425409091,3.017181818,4.19,2.11,103.646,2.58,75.262,98.735,194317,4.7,0.79,1.77
17-Feb,0.656785714,0.795875,1.89502,2.41515,3.027755,4.16,2.11,103.646,2.58,75.038,98.418,194036,4.6,0.79,1.77
17-Mar,0.786129032,0.991873913,2.00896087,2.479121739,3.0825,4.14,2.11,103.646,2.58,75.567,99.073,193644,4.4,0.79,1.77
17-Apr,0.896,1.02213,1.813885,2.285515,2.935805,4.03,2.11,102.798,2.58,76.356,100.055,194165,4.4,0.79,2.96
17-May,0.907419355,1.109791304,1.830591304,2.297082609,2.956665217,3.95,2.11,102.798,2.58,76.472,100.139,193344,4.4,0.79,2.96
17-Jun,1.04,1.189231818,1.769836364,2.1847,2.795018182,3.88,2.11,102.798,2.58,76.669,100.315,193992,4.3,0.79,2.96
17-Jul,1.150645161,1.212634783,1.872128571,2.314871429,2.884509524,3.92,2.11,103.492,2.58,76.608,100.142,193920,4.3,0.79,2.79
17-Aug,1.157096774,1.217343478,1.770878261,2.2045,2.790869565,3.82,2.11,103.492,2.58,76.339,99.688,193547,4.4,0.79,2.79
17-Sep,1.153333333,1.261180952,1.789290476,2.19682381,2.774233333,3.83,2.11,103.492,2.58,76.494,99.783,196499,4.3,0.79,2.79
17-Oct,1.153870968,1.378272727,1.975231818,2.356177273,2.878663636,3.94,2.11,103.006,2.58,77.54,101.04,196605,4.2,0.79,2.27
17-Nov,1.156896552,1.551538095,2.048938095,2.352995238,2.801457143,3.9,2.11,103.006,2.58,77.763,101.226,198105,4.2,0.79,2.27
17-Dec,1.297666667,1.702518182,2.186154545,2.4062,2.769581818,3.99,2.11,103.006,2.58,77.962,101.388,199081,4.1,0.79,2.27
18-Jan,1.417241379,1.801427273,2.380295455,2.5821,2.876322727,4.15,1.91,104.635,7.23,77.997,101.345,197492,4,0.71,2.2
18-Feb,1.417407407,1.96407,2.600955,2.859745,3.13108,4.4,1.91,104.635,7.23,78.33,101.707,198214,4.1,0.71,2.2
18-Mar,1.506129032,2.062857143,2.62952381,2.842218182,3.091428571,4.44,1.91,104.635,7.23,78.815,102.279,197742,4,0.71,2.2
18-Apr,1.692333333,2.153809524,2.701904762,2.869047619,3.071904762,4.58,1.91,103.541,7.23,79.739,103.434,197759,4,0.71,4.1
18-May,1.7,2.273636364,2.816818182,2.977727273,3.131818182,4.56,1.91,103.541,7.23,79.018,102.474,199646,3.8,0.71,4.1
18-Jun,1.8016,2.328095238,2.775714286,2.912380952,3.05,4.55,1.91,103.541,7.23,79.622,103.251,198758,4,0.71,4.1
18-Jul,1.91,2.387619048,2.777619048,2.889047619,3.006666667,4.54,1.91,104.006,7.23,79.773,103.459,199980,3.8,0.71,3.31
18-Aug,1.914782609,2.445652174,2.767826087,2.889130435,3.04173913,4.52,1.91,104.006,7.23,80.307,104.18,199605,3.8,0.71,3.31
18-Sep,1.948947368,2.557894737,2.893684211,3.004210526,3.151052632,4.72,1.91,104.006,7.23,80.264,104.167,198430,3.7,0.71,3.31
18-Oct,2.188181818,2.651818182,3.000454545,3.152272727,3.339545455,4.86,1.91,105.547,7.23,80.13,104.048,200095,3.8,0.71,2.56
18-Nov,2.199,2.6985,2.947,3.117,3.361,4.81,1.91,105.547,7.23,80.012,103.96,200779,3.8,0.71,2.56
18-Dec,2.267,2.655263158,2.681578947,2.832631579,3.095789474,4.55,1.91,105.547,7.23,79.885,103.869,197321,3.9,0.71,2.56
19-Jan,2.4,2.57952381,2.536190476,2.713809524,3.035238095,4.46,2.29,104.829,5.59,79.359,103.268,198560,4,0.66,2.2944
19-Feb,2.4,2.550526316,2.487894737,2.676315789,3.023684211,4.35,2.29,104.829,5.59,78.945,102.816,198723,3.8,0.66,2.2944
19-Mar,2.403809524,2.490952381,2.372857143,2.570952381,2.977619048,4.06,2.29,104.829,5.59,78.94,102.9,200396,3.8,0.66,2.2944
19-Apr,2.423181818,2.424761905,2.333333333,2.532380952,2.94047619,4.2,2.29,103.53,5.59,78.469,102.383,200016,3.6,0.66,2.2944
19-May,2.392727273,2.340454545,2.187727273,2.395,2.817727273,3.99,2.29,103.53,5.59,78.538,102.576,200875,3.6,0.66,2.2944
19-Jun,2.3755,1.995,1.825,2.074,2.5745,3.73,2.29,103.53,5.59,78.469,102.593,201164,3.6,0.66,2.2944
19-Jul,2.402727273,1.962272727,1.828181818,2.059090909,2.572727273,3.75,2.29,105.515,5.59,78.086,102.201,202685,3.7,0.66,2.2944
19-Aug,2.125,1.772272727,1.486818182,1.626363636,2.119090909,3.58,2.29,105.515,5.59,78.538,102.909,203435,3.7,0.66,2.2944
19-Sep,2.0525,1.796,1.565,1.6995,2.158,3.64,2.29,105.515,5.59,78.203,102.579,201778,3.5,0.66,2.2944
19-Oct,1.83,1.608181818,1.525,1.706818182,2.190454545,3.78,2.29,106.887,5.59,77.514,101.778,201908,3.6,0.66,2.2944
19-Nov,1.552631579,1.567894737,1.639473684,1.812105263,2.280526316,3.68,2.29,106.887,5.59,77.688,102.098,202404,3.6,0.66,2.2944
19-Dec,1.550952381,1.549047619,1.682380952,1.862857143,2.297619048,3.74,2.29,106.887,5.59,77.374,101.763,203631,3.6,0.66,2.2944
20-Jan,1.551904762,1.532857143,1.562380952,1.757619048,2.216190476,3.51,1.36,107.827,19.6,76.977,101.303,202590,3.5,0.49,-2.7678
20-Feb,1.583684211,1.405789474,1.323684211,1.504210526,1.970526316,3.45,1.36,107.827,19.6,77.253,101.704,203150,3.5,0.49,-2.7678
20-Mar,0.625454545,0.331818182,0.591818182,0.87,1.455,3.5,1.36,107.827,19.6,74.333,97.875,185986,4.4,0.49,-2.7678
20-Apr,0.048636364,0.184285714,0.388095238,0.657619048,1.265238095,3.23,1.36,134.835,19.6,64.53,84.959,158936,14.7,0.49,-2.7678
20-May,0.05,0.1615,0.3395,0.674,1.378,3.15,1.36,134.835,19.6,65.599,86.335,188739,13.2,0.49,-2.7678
20-Jun,0.076818182,0.176363636,0.344545455,0.728636364,1.493636364,3.13,1.36,134.835,19.6,69.764,91.752,204144,11,0.49,-2.7678
20-Jul,0.093478261,0.145454545,0.278636364,0.623636364,1.310454545,2.99,1.36,126.135,19.6,72.493,95.244,207562,10.2,0.49,-2.7678
20-Aug,0.094761905,0.13047619,0.266666667,0.65,1.358095238,2.91,1.36,126.135,19.6,73.257,96.117,208194,8.4,0.49,-2.7678
20-Sep,0.09,0.127619048,0.26952381,0.67952381,1.422857143,2.9,1.36,126.135,19.6,73.53,95.844,212234,7.9,0.49,-2.7678
20-Oct,0.09,0.126666667,0.335714286,0.787142857,1.568571429,2.81,1.36,127.842,19.6,74.114,96.429,211216,6.9,0.49,-2.7678
20-Nov,0.086842105,0.117368421,0.387894737,0.87,1.615263158,2.72,1.36,127.842,19.6,74.593,96.856,208900,6.7,0.49,-2.7678
20-Dec,0.09,0.100454545,0.385909091,0.933636364,1.670454545,2.67,1.36,127.842,19.6,75.617,97.975,209971,6.7,0.49,-2.7678
21-Jan,0.085263158,0.100526316,0.445263158,1.081052632,1.824736842,2.73,7.04,126.077,6.74,76.414,98.784,216756,6.3,0.31,5.9455
21-Feb,0.075789474,0.072631579,0.542631579,1.257894737,2.042631579,2.97,7.04,126.077,6.74,73.941,95.374,210489,6.2,0.31,5.9455
21-Mar,0.069565217,0.075652174,0.823043478,1.610869565,2.339130435,3.17,7.04,126.077,6.74,76.25,98.135,232367,6.1,0.31,5.9455
21-Apr,0.068636364,0.060909091,0.861818182,1.635,2.299545455,2.98,7.04,123.788,6.74,76.538,98.289,232706,6.1,0.31,5.9455
21-May,0.0595,0.0505,0.8195,1.621,2.316,2.95,7.04,123.788,6.74,77.37,99.151,229239,5.8,0.31,5.9455
21-Jun,0.077272727,0.066818182,0.838636364,1.519090909,2.163636364,3.02,7.04,123.788,6.74,77.797,99.51,229751,5.9,0.31,5.9455
21-Jul,0.098571429,0.075714286,0.764285714,1.318571429,1.942857143,2.8,7.04,120.715,6.74,78.406,100.123,225340,5.4,0.31,5.9455
21-Aug,0.093181818,0.073636364,0.772272727,1.283181818,1.916363636,2.87,7.04,120.715,6.74,78.518,100.126,226356,5.2,0.31,5.9455
21-Sep,0.079047619,0.077142857,0.863809524,1.374761905,1.935714286,3.01,7.04,120.715,6.74,77.768,99.061,227022,4.8,0.31,5.9455
21-Oct,0.0795,0.113,1.106,1.5825,2.0595,3.14,7.04,121.636,6.74,78.806,100.305,228577,4.5,0.31,5.9455
21-Nov,0.0795,0.179,1.2025,1.5595,1.9355,3.1,7.04,121.636,6.74,79.549,101.197,229352,4.2,0.31,5.9455
21-Dec,0.079565217,0.299090909,1.229545455,1.465,1.847727273,3.11,7.04,121.636,6.74,79.324,100.886,226282,3.9,0.31,5.9455
